Source IP,Source Port,Destination IP,Destinatino Port,Protocol,Num_pkts,Bytes,Stream ID,StoD Num_pkts,StoD bytes,DtoS Num_pkts,DtoS bytes,Captured Time,Duration,StoD bits/sec,DtoS bits/sec
192.168.0.88,58119,192.168.0.38,7000,TCP,13,2679,294,7,515,6,2164,1797.992121,0.051687,79710,334939
192.168.0.38,54780,106.247.248.106,123,UDP,2,180,1068,1,90,1,90,1798.218557,0.008028,89686,89686
192.168.0.38,59639,3.36.253.109,123,UDP,2,180,1069,1,90,1,90,1798.243092,0.012519,57512,57512
192.168.0.38,51043,168.126.63.1,53,UDP,2,275,1070,1,82,1,193,1798.484851,0.004759,,
192.168.0.38,65154,168.126.63.1,53,UDP,2,254,1071,1,82,1,172,1798.485013,0.004598,,
192.168.0.38,54245,99.86.207.74,443,TCP,32,11393,295,14,3648,18,7745,1798.505075,120.765289,241,513
192.168.0.38,57706,168.126.63.1,53,UDP,2,336,1072,1,79,1,257,1798.655667,0.00741,85290,277462
192.168.0.38,52913,168.126.63.1,53,UDP,2,281,1073,1,79,1,202,1798.655749,0.003798,,
192.168.0.38,62640,168.126.63.1,53,UDP,2,361,1074,1,137,1,224,1798.663472,0.005108,214565,350822
192.168.0.38,54246,3.224.52.11,443,TCP,32,9447,296,14,2552,18,6895,1798.670508,62.138473,328,887
192.168.0.38,58575,106.247.248.106,123,UDP,2,180,1075,1,90,1,90,1798.795485,0.007439,96787,96787
192.168.0.38,63596,3.36.253.109,123,UDP,2,180,1076,1,90,1,90,1798.795561,0.015493,46472,46472
192.168.0.38,63539,106.247.248.106,123,UDP,2,180,1077,1,90,1,90,1798.837262,0.006586,109322,109322
192.168.0.38,49981,3.36.253.109,123,UDP,2,180,1078,1,90,1,90,1798.837375,0.013454,53515,53515
192.168.0.38,53160,168.126.63.1,53,UDP,2,250,1079,1,95,1,155,1798.957412,0.004438,,
192.168.0.38,51847,168.126.63.1,53,UDP,2,286,1080,1,95,1,191,1798.957505,0.004346,,
192.168.0.38,62918,172.217.161.234,443,UDP,31,14973,1081,16,6093,15,8880,1798.971662,120.288249,405,590
192.168.0.38,58278,168.126.63.1,53,UDP,2,344,1082,1,104,1,240,1800.789144,0.004541,,
192.168.0.38,57912,168.126.63.1,53,UDP,2,284,1083,1,104,1,180,1800.78925,0.004435,,
192.168.0.38,52238,168.126.63.1,53,UDP,2,288,1084,1,106,1,182,1800.794231,0.005039,168287,288946
192.168.0.38,55579,168.126.63.1,53,UDP,2,228,1085,1,106,1,122,1800.794312,0.006547,129524,149075
192.168.0.38,54247,40.70.161.102,443,TCP,65,26575,297,34,17478,31,9097,1800.803026,93.21512,1500,780
192.168.0.38,62760,168.126.63.1,53,UDP,2,298,1086,1,85,1,213,1802.446113,0.00414,,
192.168.0.38,51252,168.126.63.1,53,UDP,2,236,1087,1,78,1,158,1802.44618,0.004074,,
192.168.0.38,54248,17.248.221.6,443,TCP,50,23728,298,23,10303,27,13425,1802.448828,30.897269,2667,3476
192.168.0.38,49721,168.126.63.1,53,UDP,2,288,1088,1,106,1,182,1803.108909,0.00501,169261,290618
192.168.0.38,54249,52.177.138.113,443,TCP,25,8969,299,12,2636,13,6333,1803.115898,59.91683,351,845
192.168.0.7,51990,192.168.0.38,7000,TCP,12,2612,300,6,449,6,2163,1804.445986,0.044665,80420,387417
192.168.0.38,58638,168.126.63.1,53,UDP,2,227,1089,1,76,1,151,1805.592022,0.005459,111375,221285
192.168.0.38,51739,168.126.63.1,53,UDP,2,280,1090,1,76,1,204,1805.592107,0.005374,113137,303684
192.168.0.38,54250,17.248.221.73,443,TCP,29,8682,301,12,2256,17,6426,1805.599299,30.413524,593,1690
192.168.0.43,49209,192.168.0.38,7000,TCP,12,2613,302,6,449,6,2164,1808.365781,0.039791,90271,435073
192.168.0.38,60261,168.126.63.1,53,UDP,2,342,1091,1,82,1,260,1809.784945,0.005006,131042,415501
192.168.0.38,63828,168.126.63.1,53,UDP,2,287,1092,1,82,1,205,1809.784999,0.004953,,
192.168.0.38,60436,168.126.63.1,53,UDP,2,361,1093,1,137,1,224,1809.790573,0.00545,201100,328807
192.168.0.38,54251,3.224.33.168,443,TCP,38,11368,303,18,4094,20,7274,1809.79744,49.296092,664,1180
192.168.0.38,49457,168.126.63.1,53,UDP,2,218,1094,1,79,1,139,1810.697453,0.005617,112515,197970
192.168.0.38,55007,142.250.207.110,443,UDP,35,20650,1095,16,5030,19,15620,1810.705282,0.544697,73875,229411
192.168.0.38,58169,142.250.206.238,443,UDP,18,8029,1096,9,3676,9,4353,1810.895633,0.264439,111209,131690
192.168.0.38,54252,142.250.207.110,443,TCP,13,6011,304,6,901,7,5110,1811.026077,0.116839,61691,349883
192.168.0.96,54672,192.168.0.38,7000,TCP,15,4271,305,7,527,8,3744,1811.577713,0.051808,81377,578134
192.168.0.38,52960,142.250.207.110,443,UDP,32,19777,1097,21,12131,11,7646,1812.121682,0.167786,578403,364559
192.168.0.38,56685,168.126.63.1,53,UDP,2,327,1098,1,114,1,213,1812.309129,0.005409,168607,315030
192.168.0.38,51144,168.126.63.1,53,UDP,2,258,1099,1,114,1,144,1812.309192,0.005088,179245,226415
192.168.0.38,54253,52.219.36.74,443,TCP,40,13281,306,18,5708,22,7573,1812.315698,6.643326,6873,9119
192.168.0.38,56216,142.250.207.110,443,UDP,31,17610,1100,20,9969,11,7641,1812.34139,0.170197,468586,359160
192.168.0.38,61782,142.250.207.110,443,UDP,29,13811,1101,16,6034,13,7777,1812.525406,0.173418,278356,358763
192.168.0.38,64510,142.250.207.97,443,UDP,29,14480,1102,13,3208,16,11272,1821.474875,0.369338,69486,244155
192.168.0.54,61144,192.168.0.38,7000,TCP,12,2613,307,6,449,6,2164,1824.352033,0.810745,4430,21353
192.168.0.38,61940,168.126.63.1,53,UDP,2,246,1103,1,93,1,153,1826.402684,0.004393,,
192.168.0.38,63523,168.126.63.1,53,UDP,2,298,1104,1,93,1,205,1826.402805,0.004271,,
192.168.0.38,49842,172.217.25.170,443,UDP,31,13466,1105,16,5469,15,7997,1826.40946,0.211394,206968,302638
192.168.0.47,55344,192.168.0.38,7000,TCP,12,2613,308,6,449,6,2164,1832.348393,0.038818,92534,445978
192.168.0.47,55345,192.168.0.38,7000,TCP,14,4205,309,7,527,7,3678,1832.577942,0.032654,129111,901084
192.168.0.38,65051,239.255.255.250,1900,UDP,4,872,1106,4,872,0,0,1833.182907,3.014117,2314,0
192.168.0.38,61023,142.250.207.100,443,UDP,1252,881766,1107,340,64638,912,817128,1834.477015,31.678577,16323,206354
192.168.0.38,48325,168.126.63.2,53,UDP,2,188,1108,1,86,1,102,1835.21938,0.004487,,
192.168.0.38,24782,168.126.63.2,53,UDP,2,232,1109,1,86,1,146,1835.219415,0.005681,121105,205597
192.168.0.38,58790,142.250.206.206,443,UDP,15,6815,1110,7,2442,8,4373,1835.225666,0.17886,109225,195594
192.168.0.38,19986,168.126.63.1,53,UDP,2,190,1111,1,87,1,103,1840.745913,0.002725,,
192.168.0.38,41593,168.126.63.1,53,UDP,2,234,1112,1,87,1,147,1840.745964,0.002674,,
192.168.0.38,63007,142.250.76.138,443,UDP,26,8531,1113,12,3603,14,4928,1840.749116,18.875543,1527,2088
192.168.0.38,6042,168.126.63.2,53,UDP,2,421,1114,1,75,1,346,1844.330761,0.005579,107546,496146
192.168.0.38,3307,168.126.63.2,53,UDP,2,210,1115,1,75,1,135,1844.330885,0.005454,110011,198019
192.168.0.38,17921,168.126.63.2,53,UDP,2,166,1116,1,75,1,91,1844.331237,0.005104,117554,142633
192.168.0.38,27925,168.126.63.2,53,UDP,2,210,1117,1,75,1,135,1844.331358,0.004983,,
192.168.0.38,56528,142.250.207.99,443,UDP,12,5619,1118,6,1756,6,3863,1844.339319,0.144413,97276,213997
192.168.0.38,51302,172.217.25.163,443,UDP,12,5621,1119,6,1758,6,3863,1844.341299,0.127842,110010,241735
192.168.0.38,53860,168.126.63.2,53,UDP,2,208,1120,1,79,1,129,1850.534154,0.005137,123029,200895
192.168.0.38,11553,168.126.63.2,53,UDP,2,232,1121,1,79,1,153,1850.534183,0.005107,123751,239671
192.168.0.38,55848,142.250.207.110,443,UDP,62,21466,1122,30,13882,32,7584,1850.5397,65.849134,1686,921
192.168.0.38,51539,66.22.228.211,50001,UDP,35655,40577255,1123,18428,20521834,17227,20055421,1853.441868,59.978143,2737241,2675030
192.168.0.38,15835,168.126.63.2,53,UDP,2,182,1124,1,83,1,99,1865.44243,0.006852,96906,115586
192.168.0.38,5404,168.126.63.2,53,UDP,2,226,1125,1,83,1,143,1865.442632,0.006649,99864,172055
192.168.0.38,37256,168.126.63.2,53,UDP,2,446,1126,1,91,1,355,1865.534431,0.006005,121232,472939
192.168.0.38,47559,168.126.63.2,53,UDP,2,242,1127,1,91,1,151,1865.534481,0.005955,122250,202854
192.168.0.38,57674,142.250.206.202,443,UDP,43,9986,1128,21,3946,22,6040,1865.540934,21.469836,1470,2250
192.168.0.42,59913,192.168.0.38,7000,TCP,12,2613,310,6,449,6,2164,1878.128559,0.037063,96916,467096
192.168.0.38,14944,168.126.63.2,53,UDP,2,256,1129,1,79,1,177,1882.052858,0.161418,3915,8772
192.168.0.38,37631,168.126.63.2,53,UDP,2,318,1130,1,79,1,239,1882.054161,0.006537,96680,292488
192.168.0.38,42704,168.126.63.2,53,UDP,2,256,1131,1,79,1,177,1882.124355,0.083051,7609,17049
192.168.0.38,34696,168.126.63.1,53,UDP,2,256,1132,1,79,1,177,1882.196311,0.152635,4140,9277
192.168.0.38,54859,23.7.234.171,443,TCP,1144,1253029,311,312,48697,832,1204332,1882.207795,206.867883,1883,46573
192.168.0.38,54860,23.7.234.171,443,TCP,396,381127,312,142,14638,254,366489,1882.863719,1.852019,63230,1583089
192.168.0.38,54861,23.7.234.171,443,TCP,527,446187,313,226,45297,301,400890,1882.864479,52.426069,6912,61174
192.168.0.38,54862,23.7.234.171,443,TCP,633,592890,314,236,43375,397,549515,1882.864906,53.255839,6515,82547
192.168.0.38,54863,23.7.234.171,443,TCP,1555,1860766,315,322,37257,1233,1823509,1882.865666,2.991433,99636,4876616
192.168.0.38,54864,23.7.234.171,443,TCP,155,124042,316,69,9824,86,114218,1882.866524,1.112954,70615,821007
192.168.0.38,57809,168.126.63.2,53,UDP,2,216,1133,1,76,1,140,1882.866842,0.010178,59736,110041
192.168.0.38,25032,168.126.63.2,53,UDP,2,236,1134,1,76,1,160,1882.866875,0.010144,59936,126182
192.168.0.38,48710,168.126.63.2,53,UDP,2,234,1135,1,72,1,162,1882.867013,0.007614,75650,170212
192.168.0.38,48412,168.126.63.2,53,UDP,2,293,1136,1,72,1,221,1882.867048,0.140953,4086,12543
192.168.0.38,59547,168.126.63.2,53,UDP,2,535,1137,1,80,1,455,1882.86729,0.180775,3540,20135
192.168.0.38,64077,168.126.63.2,53,UDP,2,379,1138,1,80,1,299,1882.867426,0.247185,2589,9676
192.168.0.38,54865,13.225.114.104,443,TCP,76,55249,317,26,2783,50,52466,1882.879549,206.139793,108,2036
192.168.0.38,25077,168.126.63.2,53,UDP,2,192,1139,1,80,1,112,1882.880645,0.004285,,
192.168.0.38,3994,168.126.63.2,53,UDP,2,239,1140,1,80,1,159,1882.880716,0.016271,39333,78175
192.168.0.38,21786,168.126.63.2,53,UDP,2,206,1141,1,78,1,128,1882.881658,0.004797,,
192.168.0.38,53143,168.126.63.2,53,UDP,2,230,1142,1,78,1,152,1882.88169,0.004765,,
192.168.0.38,54866,104.85.64.115,443,TCP,35,10898,318,16,3867,19,7031,1882.88224,206.293091,149,272
192.168.0.38,54867,104.85.64.115,443,TCP,36,10242,319,17,3927,19,6315,1882.882344,206.299169,152,244
192.168.0.38,54868,104.85.64.115,443,TCP,33,10000,320,16,2715,17,7285,1882.882462,206.238536,105,282
192.168.0.38,54869,104.85.64.115,443,TCP,42,17817,321,19,3967,23,13850,1882.88266,206.236979,153,537
192.168.0.38,54870,104.85.64.115,443,TCP,32,8603,322,15,2649,17,5954,1882.882941,206.292354,102,230
192.168.0.38,54871,104.85.64.115,443,TCP,39,11690,323,19,5097,20,6593,1882.883011,206.237943,197,255
192.168.0.38,56804,142.250.206.228,443,UDP,39,17906,1143,19,5022,20,12884,1882.887531,2.776045,14472,37129
192.168.0.38,62845,104.17.25.14,443,UDP,23,10956,1144,11,2602,12,8354,1882.893747,0.053682,387764,1244961
192.168.0.38,55603,168.126.63.2,53,UDP,2,330,1145,1,80,1,250,1882.942175,0.004894,,
192.168.0.38,17929,168.126.63.1,53,UDP,2,391,1146,1,80,1,311,1882.942294,0.236049,2711,10540
192.168.0.38,54872,142.250.206.228,443,TCP,20,9789,324,10,1251,10,8538,1882.956485,66.838116,149,1021
192.168.0.38,11046,168.126.63.2,53,UDP,2,391,1147,1,80,1,311,1882.962733,0.246375,2597,10098
192.168.0.38,54873,104.45.152.60,443,TCP,26,7657,325,14,2142,12,5515,1882.966117,206.239929,83,213
192.168.0.38,54874,104.45.152.60,443,TCP,25,7576,326,13,2071,12,5505,1882.96618,206.239866,80,213
192.168.0.38,54875,104.45.152.60,443,TCP,18,5575,327,10,1303,8,4272,1883.117642,66.835496,155,511
192.168.0.38,3037,168.126.63.2,53,UDP,2,338,1148,1,80,1,258,1883.564,0.006832,93676,302107
192.168.0.38,42202,168.126.63.2,53,UDP,2,399,1149,1,80,1,319,1883.564048,0.054695,11701,46658
192.168.0.38,54876,40.71.11.145,443,TCP,32,13954,328,15,2297,17,11657,1883.577824,205.617552,89,453
192.168.0.38,54877,40.71.11.145,443,TCP,32,16941,329,15,2302,17,14639,1883.577875,205.628171,89,569
192.168.0.38,17246,168.126.63.2,53,UDP,2,243,1150,1,75,1,168,1884.16951,0.144075,4164,9328
192.168.0.38,23240,168.126.63.2,53,UDP,2,302,1151,1,75,1,227,1884.169582,0.005116,117279,354964
192.168.0.38,13873,168.126.63.2,53,UDP,2,444,1152,1,75,1,369,1884.243861,0.006264,95785,471264
192.168.0.38,54878,23.50.0.201,443,TCP,96,78608,330,30,3476,66,75132,1884.250377,120.51356,230,4987
192.168.0.38,15682,168.126.63.2,53,UDP,2,229,1153,1,86,1,143,1884.414621,0.004984,,
192.168.0.38,24650,168.126.63.2,53,UDP,2,274,1154,1,86,1,188,1884.414666,0.014322,48037,105013
192.168.0.38,54879,146.75.50.217,443,TCP,81,29203,331,33,4129,48,25074,1884.42514,204.595551,161,980
192.168.0.38,53216,172.217.25.163,443,UDP,26,7946,1155,12,2861,14,5085,1884.471273,0.16743,136701,242967
192.168.0.38,11070,168.126.63.2,53,UDP,2,220,1156,1,81,1,139,1884.549833,0.006901,93899,161136
192.168.0.38,29986,168.126.63.2,53,UDP,2,277,1157,1,81,1,196,1884.549884,0.01271,50983,123367
192.168.0.38,54880,23.7.234.171,443,TCP,815,875946,332,234,28902,581,847044,1884.555397,51.557351,4484,131433
192.168.0.38,54881,151.101.40.134,443,TCP,121,91318,333,46,5421,75,85897,1884.562222,204.583724,211,3358
192.168.0.38,54841,168.126.63.2,53,UDP,2,278,1158,1,91,1,187,1884.572635,0.005614,129675,266476
192.168.0.38,21744,168.126.63.2,53,UDP,2,242,1159,1,91,1,151,1884.572669,0.00558,130465,216487
192.168.0.38,54882,23.7.234.171,443,TCP,435,373718,334,185,23744,250,349974,1884.597089,50.752567,3742,55165
192.168.0.38,35302,168.126.63.2,53,UDP,2,204,1160,1,70,1,134,1885.033614,0.006063,92363,176810
192.168.0.38,41239,168.126.63.2,53,UDP,2,224,1161,1,70,1,154,1885.033649,0.006029,92884,204345
192.168.0.38,2600,168.126.63.2,53,UDP,2,257,1162,1,75,1,182,1885.033731,0.005946,100908,244870
192.168.0.38,38739,168.126.63.2,53,UDP,2,277,1163,1,75,1,202,1885.033766,0.005911,101505,273388
192.168.0.38,54883,65.8.158.99,443,TCP,905,885602,335,302,23380,603,862222,1885.040559,204.108973,916,33794
192.168.0.38,54884,151.101.64.134,443,TCP,136,107675,336,46,12147,90,95528,1885.040693,203.978613,476,3746
192.168.0.38,54885,151.101.64.134,443,TCP,66,39750,337,27,8082,39,31668,1885.364642,203.654635,317,1243
192.168.0.38,54886,65.8.158.99,443,TCP,52,22109,338,24,3281,28,18828,1885.444734,203.707228,128,739
192.168.0.38,19923,168.126.63.2,53,UDP,2,407,1164,1,75,1,332,1885.449224,0.005898,101729,450322
192.168.0.38,22781,168.126.63.2,53,UDP,2,277,1165,1,75,1,202,1885.449272,0.005851,102546,276192
192.168.0.38,47237,168.126.63.2,53,UDP,2,294,1166,1,75,1,219,1886.414372,0.007327,81888,239115
192.168.0.38,17655,168.126.63.2,53,UDP,2,261,1167,1,75,1,186,1886.414376,0.008705,68925,170936
192.168.0.38,54887,151.101.42.49,443,TCP,38,11045,339,17,2564,21,8481,1886.423615,202.722274,101,334
192.168.0.38,51044,168.126.63.2,53,UDP,2,197,1168,1,75,1,122,1886.628386,0.005894,101798,165592
192.168.0.38,42595,168.126.63.2,53,UDP,2,231,1169,1,75,1,156,1886.628498,0.005783,103752,215804
192.168.0.38,61040,142.250.207.110,443,UDP,75,56115,1170,27,4657,48,51458,1886.636219,0.325575,114431,1264421
192.168.0.38,24727,168.126.63.2,53,UDP,2,211,1171,1,80,1,131,1886.638647,0.004601,,
192.168.0.38,8443,168.126.63.2,53,UDP,2,249,1172,1,80,1,169,1886.639111,0.005609,114102,241041
192.168.0.38,63477,157.240.215.14,443,UDP,23,13049,1173,9,2665,14,10384,1886.645384,0.051584,413306,1610421
192.168.0.38,14822,168.126.63.2,53,UDP,2,174,1174,1,79,1,95,1886.957299,0.004495,,
192.168.0.38,26270,168.126.63.2,53,UDP,2,208,1175,1,79,1,129,1886.957386,0.004871,,
192.168.0.38,52416,142.250.207.109,443,UDP,36,11740,1176,17,4799,19,6941,1886.9628,0.528841,72596,104999
192.168.0.38,58131,142.250.207.99,443,UDP,58,45037,1177,21,3392,37,41645,1887.097722,0.103901,261171,3206513
192.168.0.38,5353,192.168.0.23,5353,UDP,15,15740,1178,13,15210,2,530,1887.360057,2338.694854,52,1
192.168.0.38,50096,168.126.63.1,53,UDP,2,200,1179,1,100,1,100,1891.745179,0.005343,149728,149728
192.168.0.38,58475,168.126.63.2,53,UDP,2,250,1180,1,100,1,150,1891.751532,0.004918,,
192.168.0.38,55341,168.126.63.1,53,UDP,2,296,1181,1,84,1,212,1906.411127,0.004011,,
192.168.0.38,54254,17.248.221.13,443,TCP,36,12187,340,14,3207,22,8980,1906.417943,30.852594,831,2328
192.168.0.38,49872,66.22.228.211,50001,UDP,34374,38991313,1182,17659,19576238,16715,19415075,1913.442263,60.012152,2609636,2588152
192.168.0.38,44523,168.126.63.2,53,UDP,2,198,1183,1,91,1,107,1926.723779,0.00709,102679,120733
192.168.0.38,60430,168.126.63.2,53,UDP,2,242,1184,1,91,1,151,1926.723817,0.007053,103218,171274
192.168.0.38,49509,142.250.76.138,443,UDP,18,6851,1185,8,2421,10,4430,1926.73131,0.270894,71496,130826
192.168.0.47,55357,192.168.0.38,7000,TCP,12,2613,341,6,449,6,2164,1935.172344,0.12988,27656,133292
192.168.0.38,55738,142.250.206.228,443,UDP,25,8542,1186,12,3210,13,5332,1935.230325,1.067518,24055,39958
192.168.0.38,54888,23.7.234.171,443,TCP,15,3841,342,9,2912,6,929,1935.810031,0.192408,121076,38626
192.168.0.38,54889,23.7.234.171,443,TCP,15,3843,343,9,2914,6,929,1935.811129,0.195722,119107,37972
192.168.0.38,54890,23.7.234.171,443,TCP,20,8144,344,11,2961,9,5183,1935.81213,0.202425,117021,204836
192.168.0.38,54891,23.7.234.171,443,TCP,87,66806,345,39,4712,48,62094,1935.992662,0.516413,72995,961927
192.168.0.38,54892,23.7.234.171,443,TCP,23,6688,346,11,1295,12,5393,1935.995494,109.383323,94,394
192.168.0.38,54893,23.7.234.171,443,TCP,26,6906,347,13,1439,13,5467,1935.99952,109.880948,104,398
192.168.0.38,63147,142.250.207.109,443,UDP,28,10819,1187,13,4344,15,6475,1936.427741,0.418173,83104,123872
192.168.0.8,5353,224.0.0.251,5353,UDP,231,35101,1188,231,35101,0,0,1939.064273,1261.860735,222,0
fe80::a85e:a048:2c22:e318,5353,ff02::fb,5353,UDP,190,22641,1189,190,22641,0,0,1939.064273,1218.64971,148,0
192.168.0.8,137,192.168.0.255,137,UDP,85,8468,1190,85,8468,0,0,1940.395638,1217.830337,55,0
192.168.0.38,58352,142.250.207.110,443,UDP,23,10872,1191,11,5849,12,5023,1945.686985,0.325431,143784,123479
192.168.0.7,52010,192.168.0.38,7000,TCP,14,4204,348,7,527,7,3677,1946.550489,0.056541,74565,520259
192.168.0.38,58493,239.255.255.250,1900,UDP,4,872,1192,4,872,0,0,1953.182801,3.01407,2314,0
192.168.0.41,5353,224.0.0.251,5353,UDP,2,200,1193,2,200,0,0,1953.196623,1E-06,,
fe80::9a71:ed7c:ee0c:2040,5353,ff02::fb,5353,UDP,2,240,1194,2,240,0,0,1953.196624,0,,
192.168.0.57,52797,192.168.0.38,7000,TCP,12,2613,349,6,449,6,2164,1961.896385,0.072499,49545,238789
192.168.0.38,29109,168.126.63.2,53,UDP,2,182,1195,1,83,1,99,1965.58782,0.017764,37378,44584
192.168.0.38,37656,168.126.63.2,53,UDP,2,226,1196,1,83,1,143,1965.587907,0.006106,108745,187356
192.168.0.38,65525,142.250.76.142,443,UDP,19,6872,1197,9,2458,10,4414,1965.606708,0.265947,73939,132778
192.168.0.36,62769,192.168.0.38,7000,TCP,12,2613,350,6,449,6,2164,1969.422761,0.065473,54862,264414
192.168.0.38,59390,66.22.228.211,50001,UDP,35422,40296054,1198,18218,20259432,17204,20036622,1973.440921,60.012653,2700688,2670986
192.168.0.38,40179,168.126.63.2,53,UDP,2,258,1199,1,85,1,173,1988.927917,0.005754,118178,240528
192.168.0.38,31521,168.126.63.2,53,UDP,2,230,1200,1,85,1,145,1988.927976,0.125468,5419,9245
192.168.0.38,62586,216.239.32.180,443,UDP,21,8500,1201,10,3582,11,4918,1988.946278,0.272863,105019,144189
192.168.0.38,11488,168.126.63.2,53,UDP,2,198,1202,1,91,1,107,1988.960324,0.004385,,
192.168.0.38,50619,168.126.63.2,53,UDP,2,242,1203,1,91,1,151,1988.96056,0.005251,138640,230051
192.168.0.38,53454,142.250.206.234,443,UDP,19,6893,1204,9,2463,10,4430,1988.966644,0.265516,74210,133475
192.168.0.38,33003,168.126.63.2,53,UDP,2,166,1205,1,75,1,91,2004.643733,0.005785,103716,125842
192.168.0.38,50736,168.126.63.2,53,UDP,2,210,1206,1,75,1,135,2004.643757,0.005762,104130,187434
192.168.0.38,60776,142.250.206.227,443,UDP,27,8018,1207,12,2865,15,5153,2004.650257,0.173698,131953,237331
192.168.0.38,62151,142.250.76.142,443,UDP,27,7695,1208,13,2967,14,4728,2005.141175,9.304535,2551,4065
192.168.0.47,55368,192.168.0.38,7000,TCP,14,4205,351,7,527,7,3678,2012.770813,0.065471,64394,449420
192.168.0.38,61294,168.126.63.1,53,UDP,2,240,1209,1,82,1,158,2018.744981,0.00535,122616,236261
192.168.0.38,50182,168.126.63.1,53,UDP,2,292,1210,1,82,1,210,2018.74515,0.005181,126616,324261
192.168.0.38,54255,17.248.221.4,443,TCP,37,19770,352,16,6650,21,13120,2018.754702,31.047776,1713,3380
192.168.0.38,64003,168.126.63.1,53,UDP,2,248,1211,1,86,1,162,2019.057048,0.005307,129640,244205
192.168.0.38,63555,168.126.63.1,53,UDP,2,300,1212,1,86,1,214,2019.057155,0.005199,132333,329294
192.168.0.38,54706,168.126.63.1,53,UDP,2,240,1213,1,82,1,158,2019.0629,0.003706,,
192.168.0.38,53129,168.126.63.1,53,UDP,2,292,1214,1,82,1,210,2019.062974,0.003633,,
192.168.0.38,54256,17.248.221.8,443,TCP,37,17718,353,17,7468,20,10250,2019.067482,62.016578,963,1322
192.168.0.38,54257,17.248.221.1,443,TCP,26,10641,354,12,2783,14,7858,2019.070792,31.282574,711,2009
192.168.0.38,61235,168.126.63.1,53,UDP,2,254,1215,1,89,1,165,2019.347956,0.003568,,
192.168.0.38,63268,168.126.63.1,53,UDP,2,306,1216,1,89,1,217,2019.348426,0.009125,78027,190246
192.168.0.38,54258,17.248.221.4,443,TCP,44,28106,355,17,5457,27,22649,2019.356267,62.285697,700,2909
192.168.0.38,54259,17.248.221.10,443,TCP,25,11662,356,11,2592,14,9070,2019.360908,31.276992,662,2319
192.168.0.38,54260,17.248.221.1,443,TCP,36,22598,357,14,4005,22,18593,2019.744304,61.897658,517,2403
192.168.0.38,54261,17.248.221.7,443,TCP,28,15840,358,12,3413,16,12427,2019.956465,15.618999,1748,6365
192.168.0.38,54262,17.248.221.1,443,TCP,29,15299,359,12,2690,17,12609,2020.008796,61.302051,351,1645
192.168.0.47,55369,192.168.0.38,7000,TCP,12,2613,360,6,449,6,2164,2020.039312,0.039121,91817,442524
192.168.0.38,54263,17.248.221.1,443,TCP,29,15299,361,12,2690,17,12609,2020.076015,61.051928,352,1652
192.168.0.38,54264,17.248.221.7,443,TCP,45,25353,362,22,9187,23,16166,2020.101168,15.473649,4749,8357
192.168.0.38,54678,168.126.63.1,53,UDP,2,265,1217,1,73,1,192,2020.250032,0.004552,,
192.168.0.38,63820,168.126.63.1,53,UDP,2,221,1218,1,73,1,148,2020.250146,0.004437,,
192.168.0.38,64782,168.126.63.1,53,UDP,2,254,1219,1,89,1,165,2020.255219,0.004534,,
192.168.0.38,54265,17.32.194.2,443,TCP,21,11118,363,11,3881,10,7237,2020.261959,15.313503,2027,3780
192.168.0.38,54266,17.248.221.7,443,TCP,24,13261,364,11,3417,13,9844,2020.648283,14.9265,1831,5275
192.168.0.38,58851,168.126.63.1,53,UDP,2,284,1220,1,92,1,192,2020.849787,0.076719,9593,20021
192.168.0.38,51927,168.126.63.1,53,UDP,2,224,1221,1,92,1,132,2020.849854,0.076652,9601,13776
192.168.0.38,54267,17.42.251.13,443,TCP,26,13159,365,14,3977,12,9182,2020.905738,60.872017,522,1206
192.168.0.38,50741,168.126.63.1,53,UDP,2,258,1222,1,91,1,167,2020.927124,0.003553,,
192.168.0.38,55277,168.126.63.1,53,UDP,2,252,1223,1,96,1,156,2022.437774,0.004506,,
192.168.0.38,55715,168.126.63.1,53,UDP,2,208,1224,1,96,1,112,2022.437866,0.004414,,
192.168.0.38,49222,142.250.207.97,443,UDP,40,20386,1225,21,6414,19,13972,2022.454917,0.798715,64243,139944
192.168.0.38,51254,142.250.207.97,443,UDP,31,16220,1226,16,5118,15,11102,2023.258871,0.661496,61896,134265
192.168.0.38,63503,142.250.207.97,443,UDP,32,17350,1227,16,5302,16,12048,2023.925353,0.613904,69092,157001
192.168.0.38,56204,142.250.207.97,443,UDP,34,17740,1228,17,5563,17,12177,2024.544859,0.594917,74807,163747
192.168.0.38,56033,142.250.207.97,443,UDP,34,17726,1229,17,5563,17,12163,2025.120625,0.591252,75270,164572
192.168.0.38,56446,142.250.207.97,443,UDP,43,29097,1230,20,7701,23,21396,2025.725585,0.70083,87907,244236
192.168.0.38,57400,168.126.63.1,53,UDP,2,341,1231,1,82,1,259,2030.133478,0.004345,,
192.168.0.38,64404,168.126.63.1,53,UDP,2,203,1232,1,75,1,128,2030.135966,0.004364,,
192.168.0.38,61650,168.126.63.1,53,UDP,2,302,1233,1,73,1,229,2030.138238,0.005507,106046,332667
192.168.0.38,58928,168.126.63.1,53,UDP,2,362,1234,1,103,1,259,2030.143953,0.004357,,
192.168.0.38,55538,168.126.63.1,53,UDP,2,361,1235,1,95,1,266,2030.146335,0.005315,142991,400376
192.168.0.38,62536,168.126.63.1,53,UDP,2,296,1236,1,84,1,212,2030.296452,0.004811,,
