Source IP,Source Port,Destination IP,Destinatino Port,Protocol,Num_pkts,Bytes,Stream ID,StoD Num_pkts,StoD bytes,DtoS Num_pkts,DtoS bytes,Captured Time,Duration,StoD bits/sec,DtoS bits/sec
192.168.0.54,60945,192.168.0.38,7000,TCP,12,2613,114,6,449,6,2164,365.596913,0.048784,73630,354870
192.168.0.38,3776,168.126.63.2,53,UDP,2,182,435,1,83,1,99,371.175318,0.005306,125141,149264
192.168.0.38,27239,168.126.63.2,53,UDP,2,226,436,1,83,1,143,371.1754,0.005225,127081,218947
192.168.0.7,51852,192.168.0.38,7000,TCP,12,2612,115,6,449,6,2163,391.787367,0.046916,76562,368829
192.168.0.38,57853,239.255.255.250,1900,UDP,4,872,437,4,872,0,0,393.141309,3.013356,2315,0
192.168.0.38,22430,168.126.63.2,53,UDP,2,208,438,1,79,1,129,397.715407,0.0055,114909,187636
192.168.0.38,34083,168.126.63.2,53,UDP,2,242,439,1,79,1,163,397.715488,0.005419,116626,240634
192.168.0.38,60472,142.250.206.206,443,UDP,20,9366,440,10,4135,10,5231,397.721485,0.330187,100185,126740
192.168.0.38,4284,168.126.63.2,53,UDP,2,198,441,1,91,1,107,406.264935,0.005572,130653,153625
192.168.0.38,21391,168.126.63.2,53,UDP,2,242,442,1,91,1,151,406.264983,0.005525,131764,218642
192.168.0.38,61436,172.217.25.170,443,UDP,19,6890,443,9,2460,10,4430,406.271007,0.255906,76903,138488
192.168.0.37,50252,192.168.0.38,7000,TCP,12,2613,116,6,449,6,2164,413.100715,0.036494,98427,474379
192.168.0.38,62555,66.22.228.211,50001,UDP,17782,20336505,444,17049,20252501,733,84004,413.460151,59.974738,2701470,11205
192.168.0.38,22669,168.126.63.2,53,UDP,2,421,445,1,75,1,346,426.000942,0.006013,99783,460335
192.168.0.38,56364,168.126.63.2,53,UDP,2,210,446,1,75,1,135,426.001028,0.005928,101214,182186
192.168.0.38,51270,142.250.76.131,443,UDP,26,7957,447,12,2865,14,5092,426.0081,0.180734,126816,225392
192.168.0.42,59901,192.168.0.38,7000,TCP,12,2613,117,6,449,6,2164,426.973364,0.054322,66124,318692
192.168.0.38,61340,142.250.206.206,443,UDP,20,9410,448,10,4135,10,5275,428.48213,0.317357,104235,132973
192.168.0.38,61000,172.217.25.174,443,UDP,19,6875,449,9,2461,10,4414,431.130552,0.266454,73888,132525
fe80::89:17d7:434e:a333,5353,ff02::fb,5353,UDP,45,4793,450,45,4793,0,0,436.236344,31.846625,1204,0
169.254.194.250,137,169.254.255.255,137,UDP,12,1320,451,12,1320,0,0,444.531188,2.252975,4687,0
169.254.194.250,5353,224.0.0.251,5353,UDP,2,200,452,2,200,0,0,444.531189,0.101946,15694,0
192.168.0.44,5353,224.0.0.251,5353,UDP,156,47428,453,156,47428,0,0,448.626909,4557.528275,83,0
fe80::1872:9dd6:cfe2:da07,5353,ff02::fb,5353,UDP,155,51147,454,155,51147,0,0,448.62691,4557.528342,89,0
192.168.0.38,5353,192.168.0.44,5353,UDP,11,4505,455,9,3951,2,554,448.765509,3777.349894,8,1
192.168.0.55,137,192.168.0.255,137,UDP,15,1650,456,15,1650,0,0,449.548841,2.45771,5370,0
192.168.0.55,5353,224.0.0.251,5353,UDP,37,3141,457,37,3141,0,0,449.651346,18.431623,1363,0
192.168.0.38,12989,168.126.63.2,53,UDP,2,258,458,1,85,1,173,457.425946,0.006124,111038,225996
192.168.0.38,19839,168.126.63.2,53,UDP,2,254,459,1,85,1,169,457.426015,0.006054,112322,223323
192.168.0.38,57371,216.239.32.180,443,UDP,21,8501,460,10,3586,11,4915,457.432892,0.281213,102015,139822
192.168.0.38,55447,142.250.206.206,443,UDP,32,11554,461,17,5162,15,6392,458.521229,1.223894,33741,41781
192.168.0.64,52464,192.168.0.38,7000,TCP,12,2613,118,6,449,6,2164,460.543313,0.044321,81045,390604
192.168.0.38,38480,168.126.63.2,53,UDP,4,440,462,2,170,2,270,468.10582,881.790513,1,2
192.168.0.38,60972,168.126.63.2,53,UDP,2,242,463,1,91,1,151,468.105873,0.004967,,
192.168.0.38,50153,142.250.206.234,443,UDP,19,6894,464,9,2464,10,4430,468.111266,0.265661,74199,133403
192.168.0.38,54958,66.22.228.211,50001,UDP,17877,20420453,465,17140,20335753,737,84700,473.45853,60.039817,2709635,11285
192.168.0.38,46963,168.126.63.2,53,UDP,2,182,466,1,83,1,99,485.864512,0.006218,106786,127372
192.168.0.38,63921,168.126.63.2,53,UDP,2,223,467,1,83,1,140,485.864565,0.006164,107722,181700
192.168.0.38,63715,142.250.207.110,443,UDP,27,7697,468,13,2969,14,4728,485.871389,20.706598,1147,1826
192.168.0.38,56745,142.250.206.206,443,UDP,20,9350,469,10,4137,10,5213,491.003493,0.334098,99060,124825
192.168.0.52,5353,224.0.0.251,5353,UDP,8,1412,470,8,1412,0,0,494.297264,39.117542,288,0
fe80::31:37f0:1d20:6e17,5353,ff02::fb,5353,UDP,8,1572,471,8,1572,0,0,494.297265,39.117542,321,0
fe80::31:37f0:1d20:6e17,51317,fe80::102a:21ec:c118:a887,54543,TCP,2,276,119,1,202,1,74,494.584099,0.103504,15612,5719
192.168.0.62,5353,224.0.0.251,5353,UDP,25,5342,472,25,5342,0,0,495.628925,4528.756337,9,0
fe80::1044:2422:4918:ea88,5353,ff02::fb,5353,UDP,25,5842,473,25,5842,0,0,495.628925,4528.756339,10,0
192.168.0.38,5353,192.168.0.96,5353,UDP,26,29302,474,25,29035,1,267,500.502528,2681.164843,86,0
192.168.0.96,54659,192.168.0.38,7000,TCP,12,2613,120,6,449,6,2164,500.861773,0.076784,46780,225463
fe80::31:37f0:1d20:6e17,51343,fe80::102a:21ec:c118:a887,54543,TCP,22,9705,121,11,5081,11,4624,506.791555,0.039902,1018695,927071
192.168.0.38,60925,239.255.255.250,1900,UDP,4,872,475,4,872,0,0,513.146419,3.022036,2308,0
192.168.0.20,5353,224.0.0.251,5353,UDP,68,19407,476,68,19407,0,0,525.222242,2700.793639,57,0
fe80::18e1:3022:4328:c167,5353,ff02::fb,5353,UDP,68,20767,477,68,20767,0,0,525.222243,2700.793639,61,0
192.168.0.38,5353,192.168.0.20,5353,UDP,4,4680,478,4,4680,0,0,525.305807,1832.982081,20,0
192.168.0.38,51819,168.126.63.1,53,UDP,2,240,479,1,82,1,158,526.351349,0.005765,113790,219254
192.168.0.38,63284,168.126.63.1,53,UDP,2,292,480,1,82,1,210,526.352442,0.004673,,
192.168.0.38,54175,17.248.221.1,443,TCP,37,19768,122,16,6650,21,13118,526.361897,31.272705,1701,3355
192.168.0.38,58845,168.126.63.1,53,UDP,2,293,481,1,87,1,206,526.595789,0.005365,129729,307176
192.168.0.38,57894,168.126.63.1,53,UDP,2,345,482,1,87,1,258,526.59587,0.005284,131718,390613
192.168.0.38,54176,17.248.221.1,443,TCP,44,28098,123,17,5457,27,22641,526.597778,62.290574,700,2907
192.168.0.38,50613,168.126.63.1,53,UDP,2,254,483,1,89,1,165,526.601829,0.004971,,
192.168.0.38,54177,17.248.221.8,443,TCP,25,11662,124,11,2592,14,9070,526.608576,31.270614,663,2320
192.168.0.38,54178,17.248.221.1,443,TCP,27,15774,125,11,3347,16,12427,526.630105,13.493846,1984,7367
192.168.0.38,55804,168.126.63.1,53,UDP,4,532,484,2,195,2,337,526.635366,541.224704,2,4
192.168.0.38,64286,168.126.63.1,53,UDP,2,326,485,1,81,1,245,526.635455,0.004036,,
192.168.0.38,54179,17.248.221.1,443,TCP,28,13862,126,11,2161,17,11701,526.638177,31.33475,551,2987
192.168.0.38,65418,168.126.63.1,53,UDP,2,240,486,1,82,1,158,526.640947,0.003838,,
192.168.0.38,54180,17.248.221.1,443,TCP,25,10573,127,11,2717,14,7856,526.647366,31.325564,693,2006
192.168.0.38,54181,17.248.221.1,443,TCP,36,22599,128,14,4005,22,18594,526.756091,62.132543,515,2394
192.168.0.38,54182,17.248.221.1,443,TCP,22,9114,129,10,2485,12,6629,526.986383,30.894896,643,1716
192.168.0.38,58905,168.126.63.1,53,UDP,2,248,487,1,86,1,162,527.063355,0.005614,122550,230851
192.168.0.38,54866,168.126.63.1,53,UDP,2,300,488,1,86,1,214,527.063438,0.005531,124389,309528
192.168.0.38,54183,17.248.221.11,443,TCP,36,17603,130,16,6514,20,11089,527.072567,62.280198,836,1424
192.168.0.38,54184,17.248.221.1,443,TCP,28,15183,131,11,2593,17,12590,527.202461,30.678818,676,3283
192.168.0.38,52711,168.126.63.1,53,UDP,2,265,489,1,73,1,192,527.213064,0.004447,,
192.168.0.38,51017,168.126.63.1,53,UDP,2,221,490,1,73,1,148,527.21371,0.005136,113707,230529
192.168.0.38,53197,168.126.63.1,53,UDP,2,254,491,1,89,1,165,527.220437,0.00433,,
192.168.0.38,54185,17.32.194.34,443,TCP,21,11118,132,11,3881,10,7237,527.226057,12.897956,2407,4488
192.168.0.38,50805,168.126.63.2,53,UDP,2,208,492,1,79,1,129,527.462227,0.00634,99684,162776
192.168.0.38,5172,168.126.63.2,53,UDP,2,242,493,1,79,1,163,527.46231,0.006259,100974,208339
192.168.0.38,51150,142.250.206.206,443,UDP,20,9461,494,10,4138,10,5323,527.46918,0.326979,101241,130234
192.168.0.38,54186,17.248.221.9,443,TCP,45,25354,133,22,9187,23,16167,527.591833,12.528857,5866,10323
192.168.0.38,54066,168.126.63.1,53,UDP,2,308,495,1,81,1,227,527.902979,0.005345,121234,339756
192.168.0.38,58314,168.126.63.1,53,UDP,2,248,496,1,81,1,167,527.903059,0.005265,123076,253751
192.168.0.38,57614,168.126.63.1,53,UDP,2,258,497,1,91,1,167,527.912454,0.004961,,
192.168.0.38,54187,17.42.251.13,443,TCP,26,13160,134,14,3977,12,9183,527.919329,61.104463,520,1202
192.168.0.38,54188,17.248.221.9,443,TCP,24,13263,135,11,3417,13,9846,528.067221,12.053417,2267,6534
192.168.0.38,54817,192.168.0.7,7000,TCP,12,2539,136,6,449,6,2090,528.217204,0.273179,13148,61205
192.168.0.38,9043,168.126.63.2,53,UDP,2,198,498,1,91,1,107,529.402699,0.063368,11488,13508
192.168.0.38,33358,168.126.63.2,53,UDP,2,232,499,1,91,1,141,529.402831,0.063236,11512,17837
192.168.0.38,60770,142.250.207.106,443,UDP,19,6894,500,9,2464,10,4430,529.467161,0.260166,75767,136220
192.168.0.38,58433,168.126.63.1,53,UDP,2,364,501,1,73,1,291,529.708534,0.004867,,
192.168.0.38,62895,168.126.63.1,53,UDP,2,302,502,1,73,1,229,529.708615,0.004786,,
192.168.0.38,59194,168.126.63.1,53,UDP,2,248,503,1,85,1,163,529.714495,0.005608,121255,232524
192.168.0.38,54189,23.201.36.209,443,TCP,29,9743,137,14,1799,15,7944,529.725322,0.628831,22886,101063
192.168.0.38,53378,168.126.63.1,53,UDP,2,186,504,1,85,1,101,531.732746,0.005344,127245,151197
192.168.0.38,54190,104.91.76.24,443,TCP,56,41572,138,20,4000,36,37572,531.748415,120.440077,265,2495
192.168.0.38,58423,168.126.63.1,53,UDP,2,252,505,1,96,1,156,531.765629,0.006041,127131,206588
192.168.0.38,55728,168.126.63.1,53,UDP,2,208,506,1,96,1,112,531.76571,0.00596,128859,150335
192.168.0.38,58826,142.250.206.225,443,UDP,37,20148,507,19,6232,18,13916,531.789581,0.912132,54658,122052
192.168.0.38,55470,168.126.63.1,53,UDP,2,415,508,1,74,1,341,532.177658,0.004802,,
192.168.0.38,55541,168.126.63.1,53,UDP,2,352,509,1,74,1,278,532.177808,0.004651,,
192.168.0.38,54191,104.91.76.24,443,TCP,30,11521,139,13,2167,17,9354,532.184549,120.557375,143,620
192.168.0.38,61370,142.250.206.225,443,UDP,33,16374,510,17,5196,16,11178,532.708417,0.639999,64950,139725
192.168.0.38,57333,168.126.63.1,53,UDP,2,379,511,1,88,1,291,533.205706,0.00552,127536,421739
192.168.0.38,58660,168.126.63.1,53,UDP,2,346,512,1,88,1,258,533.205862,0.005365,131220,384715
192.168.0.38,54714,168.126.63.1,53,UDP,2,258,513,1,92,1,166,533.212085,0.004557,,
192.168.0.38,54192,17.253.75.204,443,TCP,20,8500,140,9,2287,11,6213,533.219979,6.890307,2655,7213
192.168.0.38,55278,168.126.63.1,53,UDP,2,305,514,1,95,1,210,533.223823,0.004352,,
192.168.0.38,53030,168.126.63.1,53,UDP,2,340,515,1,95,1,245,533.22389,0.004285,,
192.168.0.38,58725,168.126.63.1,53,UDP,2,245,516,1,84,1,161,533.228872,0.004813,,
192.168.0.38,54193,23.43.165.27,443,TCP,43,16721,141,19,5298,24,11423,533.235287,20.31421,2086,4498
192.168.0.38,53611,142.250.206.225,443,UDP,32,17344,517,16,5301,16,12043,533.32938,0.573719,73917,167928
192.168.0.38,60941,66.22.228.211,50001,UDP,17718,20238664,518,16990,20155150,728,83514,533.458184,59.98363,2688086,11138
192.168.0.38,52687,168.126.63.1,53,UDP,2,291,519,1,95,1,196,533.504757,0.231915,3277,6761
192.168.0.38,50049,168.126.63.1,53,UDP,2,231,520,1,95,1,136,533.504834,0.005281,143912,206021
192.168.0.38,54194,17.120.252.47,443,TCP,35,13016,142,16,5178,19,7838,533.643773,61.777473,670,1014
192.168.0.38,55760,168.126.63.1,53,UDP,2,272,521,1,98,1,174,533.737134,0.070703,11088,19687
192.168.0.38,57740,142.250.206.225,443,UDP,41,22307,522,20,5823,21,16484,533.909534,1.815086,25664,72653
192.168.0.38,63265,142.250.206.202,443,UDP,1946,392521,523,873,93238,1073,299283,534.673288,2661.244936,280,899
192.168.0.38,55768,168.126.63.1,53,UDP,2,203,524,1,75,1,128,534.746727,0.00391,,
192.168.0.38,61222,168.126.63.1,53,UDP,2,318,525,1,95,1,223,534.747801,0.004012,,
192.168.0.38,53230,168.126.63.1,53,UDP,2,397,526,1,92,1,305,534.748573,0.005383,136726,453278
192.168.0.38,56312,168.126.63.1,53,UDP,2,308,527,1,84,1,224,534.749002,0.004955,,
192.168.0.38,52084,168.126.63.1,53,UDP,2,296,528,1,84,1,212,535.105592,0.004024,,
192.168.0.38,54195,142.250.206.225,443,TCP,15,9212,143,6,901,9,8311,535.184515,0.117103,61552,567773
192.168.0.38,54196,17.120.252.47,443,TCP,31,12737,144,15,5112,16,7625,535.22874,60.190286,679,1013
192.168.0.38,54197,17.120.252.47,443,TCP,32,15157,145,15,6477,17,8680,535.229136,60.195084,860,1153
192.168.0.38,50965,142.250.206.225,443,UDP,36,17887,529,19,5710,17,12177,535.73095,0.644221,70907,151215
192.168.0.38,55134,142.250.206.225,443,UDP,42,29015,530,18,7554,24,21461,536.380196,0.718446,84114,238971
192.168.0.7,51862,192.168.0.38,7000,TCP,14,4204,146,7,527,7,3677,536.722558,0.088596,47586,332024
192.168.0.38,54141,168.126.63.1,53,UDP,2,340,531,1,86,1,254,542.908884,0.005558,123785,365599
192.168.0.38,64652,168.126.63.1,53,UDP,2,277,532,1,86,1,191,542.909019,0.005424,126843,281710
192.168.0.38,64057,168.126.63.1,53,UDP,2,264,533,1,94,1,170,542.910877,0.00607,123887,224052
192.168.0.38,51783,168.126.63.1,53,UDP,2,204,534,1,94,1,110,542.910957,0.00599,125542,146911
192.168.0.38,50894,168.126.63.1,53,UDP,2,251,535,1,86,1,165,542.915125,0.005651,121748,233586
192.168.0.38,63530,168.126.63.1,53,UDP,2,188,536,1,86,1,102,542.91521,0.005565,123629,146630
192.168.0.38,54198,17.242.164.12,443,TCP,20,6270,147,10,1770,10,4500,542.919891,31.032411,456,1160
192.168.0.38,54199,104.91.76.215,443,TCP,28,9292,148,13,1916,15,7376,542.922339,31.086571,493,1898
192.168.0.38,57363,168.126.63.1,53,UDP,2,282,537,1,103,1,179,543.194382,0.005051,163136,283508
192.168.0.38,53553,168.126.63.1,53,UDP,2,222,538,1,103,1,119,543.194557,0.004875,,
192.168.0.38,54200,17.57.168.5,443,TCP,12,4596,149,6,925,6,3671,543.201065,0.812085,9112,36163
192.168.0.38,65291,139.178.159.31,443,UDP,240,32068,539,122,17054,118,15014,543.55964,991.604228,137,121
192.168.0.38,58798,142.250.207.110,443,UDP,19,8101,540,10,3750,9,4351,545.081274,0.258348,116122,134732
192.168.0.38,31962,168.126.63.2,53,UDP,2,166,541,1,75,1,91,549.101529,0.005156,116369,141194
192.168.0.38,11162,168.126.63.2,53,UDP,2,210,542,1,75,1,135,549.101567,0.005117,117256,211061
192.168.0.38,54193,142.250.206.195,443,UDP,39,9351,543,19,3571,20,5780,549.107726,35.67578,800,1296
192.168.0.38,63120,142.250.206.206,443,UDP,213,159051,544,149,141304,64,17747,559.071966,31.26068,36161,4541
fe80::8ce:5628:e10d:a7cf,5353,ff02::fb,5353,UDP,405,136489,545,405,136489,0,0,561.984354,3664.688973,297,0
fe80::102a:21ec:c118:a887,5353,fe80::8ce:5628:e10d:a7cf,5353,UDP,3,1840,546,1,1190,2,650,562.121565,4442.925507,2,1
fe80::1012:ac9d:1bd4:5d9a,5353,ff02::fb,5353,UDP,14,2785,547,14,2785,0,0,563.007972,825.039066,27,0
fe80::102a:21ec:c118:a887,5353,fe80::1012:ac9d:1bd4:5d9a,5353,UDP,1,1190,548,1,1190,0,0,563.092586,0,,
192.168.0.57,5353,224.0.0.251,5353,UDP,395,125570,549,395,125570,0,0,565.977576,3660.695748,274,0
192.168.0.38,56700,35.244.233.98,443,UDP,11,7607,550,5,2941,6,4666,566.016992,0.077419,303904,482155
192.168.0.38,54820,35.244.233.98,443,TCP,62,14056,150,30,5222,32,8834,566.031616,610.227025,68,115
192.168.0.38,5353,192.168.0.57,5353,UDP,26,28965,551,26,28965,0,0,566.256381,2572.962844,90,0
192.168.0.59,5353,224.0.0.251,5353,UDP,12,1859,552,12,1859,0,0,566.899654,821.147382,18,0
192.168.0.38,5353,192.168.0.59,5353,UDP,1,245,553,1,245,0,0,566.978272,0,,
fe80::102a:21ec:c118:a887,3722,fe80::31:37f0:1d20:6e17,3722,UDP,1,66,554,1,66,0,0,570.196777,0,,
192.168.0.38,24439,168.126.63.2,53,UDP,2,166,555,1,75,1,91,574.719143,0.005486,109369,132701
192.168.0.38,27733,168.126.63.2,53,UDP,2,200,556,1,75,1,125,574.719192,0.005436,110375,183958
192.168.0.38,55555,168.126.63.2,53,UDP,2,412,557,1,74,1,338,580.40424,0.039905,14835,67760
192.168.0.38,57874,168.126.63.2,53,UDP,2,173,558,1,74,1,99,580.404301,0.006099,97065,129857
192.168.0.38,50299,142.250.206.196,443,UDP,1612,1308308,559,397,66579,1215,1241729,580.444771,39.892494,13351,249015
192.168.0.47,55290,192.168.0.38,7000,TCP,12,2613,151,6,449,6,2164,584.032006,0.090381,39742,191544
192.168.0.38,27583,168.126.63.2,53,UDP,2,188,560,1,86,1,102,584.458535,0.005402,127360,151055
192.168.0.38,25677,168.126.63.2,53,UDP,2,232,561,1,86,1,146,584.458869,0.005067,135780,230511
192.168.0.38,4986,168.126.63.2,53,UDP,2,236,562,1,85,1,151,584.459819,0.004118,,
192.168.0.38,50276,168.126.63.2,53,UDP,2,280,563,1,85,1,195,584.460003,0.003935,,
192.168.0.38,53774,142.250.76.142,443,UDP,64,24751,564,29,4682,35,20069,584.464629,12.86045,2912,12484
192.168.0.38,52387,142.250.206.193,443,UDP,25,16390,565,11,3649,14,12741,584.465249,0.186028,156922,547917
192.168.0.38,54821,142.250.206.193,443,TCP,34,11761,152,16,1587,18,10174,584.527082,290.192896,43,280
192.168.0.38,50424,168.126.63.2,53,UDP,2,195,566,1,74,1,121,586.788248,0.004835,,
192.168.0.38,13186,168.126.63.2,53,UDP,2,229,567,1,74,1,155,586.788284,0.004797,,
192.168.0.38,53187,172.217.25.174,443,UDP,117,77644,568,48,7601,69,70043,586.793629,37.498638,1621,14943
192.168.0.38,48698,168.126.63.2,53,UDP,2,166,569,1,75,1,91,587.008151,0.004788,,
192.168.0.38,64315,168.126.63.2,53,UDP,2,207,570,1,75,1,132,587.008194,0.004745,,
192.168.0.38,65401,172.217.25.163,443,UDP,12,5620,571,6,1757,6,3863,587.013459,0.145447,96640,212476
192.168.0.38,28171,168.126.63.2,53,UDP,2,198,572,1,91,1,107,590.316293,0.005021,144991,170483
192.168.0.38,50348,168.126.63.2,53,UDP,2,242,573,1,91,1,151,590.316352,0.004961,,
192.168.0.38,58597,142.250.207.106,443,UDP,96,46321,574,41,7149,55,39172,590.322109,35.835896,1595,8744
192.168.0.38,64102,66.22.228.211,50001,UDP,17777,20308032,575,17040,20223624,737,84408,593.45837,59.974326,2697637,11259
192.168.0.38,56749,168.126.63.2,53,UDP,2,238,576,1,71,1,167,596.785042,0.004987,,
192.168.0.38,19948,168.126.63.2,53,UDP,2,202,577,1,71,1,131,596.785096,0.004934,,
192.168.0.38,60000,142.250.206.214,443,UDP,20,10582,578,9,2545,11,8037,596.790604,0.125962,161636,510439
192.168.0.38,22543,168.126.63.2,53,UDP,2,182,579,1,83,1,99,597.001673,0.00707,93917,112022
192.168.0.38,34966,168.126.63.2,53,UDP,2,226,580,1,83,1,143,597.00171,0.007034,94398,162638
192.168.0.38,54337,172.217.161.238,443,UDP,19,6876,581,9,2462,10,4414,597.009199,0.263496,74748,134013
192.168.0.38,51167,168.126.63.1,53,UDP,2,190,582,1,87,1,103,597.158365,0.003683,,
192.168.0.38,42136,168.126.63.1,53,UDP,2,234,583,1,87,1,147,597.158411,0.003638,,
192.168.0.38,64658,142.250.207.106,443,UDP,18,7207,584,8,2699,10,4508,597.162527,0.131854,163756,273514
192.168.0.38,55682,168.126.63.2,53,UDP,2,258,585,1,81,1,177,597.727639,0.005341,121325,265118
192.168.0.38,2662,168.126.63.2,53,UDP,2,222,586,1,81,1,141,597.727679,0.005302,122218,212749
192.168.0.59,52370,192.168.0.38,7000,TCP,12,2613,153,6,449,6,2164,601.516613,0.040421,88864,428292
192.168.0.38,14906,168.126.63.2,53,UDP,2,208,587,1,79,1,129,607.203944,0.005031,125621,205128
192.168.0.38,17702,168.126.63.2,53,UDP,2,242,588,1,79,1,163,607.203994,0.004982,,
192.168.0.38,54515,142.250.207.110,443,UDP,43,15373,589,19,8575,24,6798,607.209533,29.383634,2334,1850
192.168.0.7,51867,192.168.0.38,7000,TCP,12,2612,154,6,449,6,2163,611.719582,0.046296,77587,373768
192.168.0.38,41754,168.126.63.2,53,UDP,2,421,590,1,75,1,346,618.994715,0.005497,109150,503547
192.168.0.38,39225,168.126.63.2,53,UDP,2,210,591,1,75,1,135,618.994778,0.005435,110395,198712
192.168.0.38,53661,172.217.25.163,443,UDP,12,5619,592,6,1756,6,3863,618.995126,0.139108,100986,222158
192.168.0.38,54435,142.250.76.131,443,UDP,12,5622,593,6,1759,6,3863,619.000848,0.133419,105472,231631
192.168.0.38,56895,142.250.206.206,443,UDP,20,9453,594,10,4132,10,5321,620.449874,0.32842,100651,129614
192.168.0.38,38953,168.126.63.1,53,UDP,2,211,595,1,83,1,128,624.99896,0.005461,121589,187511
192.168.0.38,25453,168.126.63.1,53,UDP,2,245,596,1,83,1,162,624.999012,0.00541,122735,239556
192.168.0.38,24091,168.126.63.2,53,UDP,2,225,597,1,80,1,145,625.001211,0.006598,96999,175810
192.168.0.38,65177,168.126.63.2,53,UDP,2,276,598,1,80,1,196,625.001248,0.00656,97560,239024
192.168.0.38,54180,172.217.161.238,443,UDP,21,9109,599,10,4613,11,4496,625.004981,0.223354,165226,161035
192.168.0.38,54822,211.249.222.33,443,TCP,45,29332,155,20,6586,25,22746,625.008989,55.679516,946,3268
192.168.0.38,36489,168.126.63.2,53,UDP,2,236,600,1,80,1,156,625.364985,0.105911,6042,11783
192.168.0.38,35479,168.126.63.2,53,UDP,2,298,601,1,80,1,218,625.365081,0.006728,95124,259215
192.168.0.38,59989,168.126.63.2,53,UDP,2,301,602,1,74,1,227,625.367728,0.005769,102617,314785
192.168.0.38,54910,168.126.63.2,53,UDP,2,289,603,1,74,1,215,625.367769,0.005729,103333,300226
192.168.0.38,54823,211.56.99.89,443,TCP,38,7743,156,19,2812,19,4931,625.374289,15.36324,1464,2567
192.168.0.38,31936,168.126.63.2,53,UDP,2,308,604,1,80,1,228,625.438171,0.006598,96999,276447
192.168.0.38,54824,211.249.219.23,443,TCP,95,53200,157,40,4371,55,48829,625.445006,180.191884,194,2167
192.168.0.38,18595,168.126.63.2,53,UDP,2,285,605,1,79,1,206,625.489854,0.004065,,
192.168.0.38,37548,168.126.63.2,53,UDP,2,261,606,1,79,1,182,625.489928,0.003991,,
192.168.0.38,54825,121.53.218.25,443,TCP,35,8140,158,17,2303,18,5837,625.494146,180.029334,102,259
192.168.0.38,54826,211.56.99.89,443,TCP,241,293047,159,40,3896,201,289151,625.535224,15.061324,2069,153585
192.168.0.38,54827,211.249.222.33,443,TCP,18,4765,160,10,2436,8,2329,625.558258,55.630647,350,334
192.168.0.38,22052,168.126.63.2,53,UDP,2,294,607,1,91,1,203,625.591375,0.004549,,
192.168.0.38,21028,168.126.63.2,53,UDP,2,242,608,1,91,1,151,625.591417,0.004508,,
192.168.0.38,31042,168.126.63.2,53,UDP,2,223,609,1,82,1,141,625.647888,0.005465,120036,206404
192.168.0.38,2769,168.126.63.2,53,UDP,2,274,610,1,82,1,192,625.647985,0.005369,122182,286086
192.168.0.38,54828,121.53.105.132,443,TCP,39,11771,161,18,4252,21,7519,625.653603,180.033264,188,334
192.168.0.38,44415,168.126.63.2,53,UDP,2,180,611,1,74,1,106,625.72473,0.005314,111403,159578
192.168.0.38,34593,168.126.63.2,53,UDP,2,205,612,1,74,1,131,625.724767,0.005276,112206,198635
192.168.0.38,54829,121.53.85.24,443,TCP,34,12749,162,15,2263,19,10486,625.730445,15.103645,1198,5554
192.168.0.38,50541,239.255.255.250,1900,UDP,4,872,613,4,872,0,0,633.151506,3.020368,2309,0
192.168.0.38,63702,172.217.161.238,443,UDP,19,6874,614,9,2460,10,4414,646.512009,0.268318,73345,131605
192.168.0.38,54119,142.250.206.206,443,UDP,20,9265,615,10,4138,10,5127,652.622134,0.324301,102078,126475
192.168.0.38,63001,66.22.228.211,50001,UDP,17920,20467363,616,17177,20382323,743,85040,653.459159,59.96526,2719217,11345
192.168.0.38,59282,142.250.76.131,443,UDP,26,7949,617,12,2861,14,5088,670.353586,0.189989,120470,214243
192.168.0.38,7152,168.126.63.2,53,UDP,2,208,618,1,79,1,129,684.219716,0.006131,103082,168324
192.168.0.38,6012,168.126.63.2,53,UDP,2,232,619,1,79,1,153,684.219756,0.006091,103759,200952
192.168.0.38,55638,142.250.206.206,443,UDP,20,9426,620,10,4135,10,5291,684.226278,0.341988,96728,123770
192.168.0.38,22360,168.126.63.2,53,UDP,2,198,621,1,91,1,107,687.876944,0.005922,122931,144545
192.168.0.38,29100,168.126.63.2,53,UDP,2,242,622,1,91,1,151,687.877024,0.005841,124636,206813
192.168.0.38,53901,142.250.206.202,443,UDP,19,6894,623,9,2464,10,4430,687.883773,0.265121,74350,133674
192.168.0.36,62761,192.168.0.38,7000,TCP,12,2613,163,6,449,6,2164,701.645856,0.03573,100531,484522
192.168.0.38,62929,168.126.63.2,53,UDP,2,182,624,1,83,1,99,704.442284,0.006728,98692,117717
192.168.0.38,49417,168.126.63.2,53,UDP,2,226,625,1,83,1,143,704.442379,0.006634,100090,172444
192.168.0.38,51194,142.250.206.238,443,UDP,17,6760,626,7,2346,10,4414,704.449796,0.263022,71355,134254
192.168.0.38,60744,168.126.63.1,53,UDP,2,244,627,1,84,1,160,706.47708,0.004397,,
192.168.0.38,65195,168.126.63.1,53,UDP,2,296,628,1,84,1,212,706.477205,0.004273,,
192.168.0.38,54201,17.248.221.12,443,TCP,54,23969,164,21,5360,33,18609,706.487372,31.63318,1355,4706
192.168.0.38,59468,168.126.63.1,53,UDP,2,227,629,1,76,1,151,708.066116,0.00548,110948,220437
